,Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
764,776,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Du suchst nach einer spannenden Tätigkeit im Verkauf? Wir haben die perfekte Stelle für dich! Werde Teil unseres Teams als Verkaufsmitarbeiter/in für Möbel bei 05.

Deine Hauptaufgaben umfassen:

- Beratung und Betreuung der Kunden beim Möbelkauf
- Präsentation und Werbung für unsere Möbelprodukte
- Unterstützung bei der Einrichtung und Gestaltung von Ausstellungsräumen
- Abwicklung von Verkaufs- und Bestellvorgängen
- Pflege der Ausstellungsfläche und Möbel

Wir suchen engagierte und motivierte Personen mit hoher Leistungsbereitschaft und Flexibilität. Eine eigenständige Arbeitsweise ist bei dieser Position besonders wichtig. Gute Deutschkenntnisse werden vorausgesetzt, Französisch- oder Italienischkenntnisse sind von Vorteil, je nach Region sogar zwingend. Zudem solltest du über gute IT-Kenntnisse verfügen und bereit sein, auch samstags zu arbeiten.

 05 bietet dir eine attraktive Arbeitsumgebung, ein dynamisches Team und vielfältige Entwicklungsmöglichkeiten. Wir freuen uns auf dein Interesse und deine Bewerbung!",Detailhandel / Logistik,Wil,9500,459.0,27.0,2 Sep 2023,2
765,777,Host/Hostess,,,"Du bist für die Betreuung des Museumsbereichs rund um den Pinball zuständig. Dabei ist der direkte Kontakt mit den Museumsbesuchenden sehr wichtig. Du bist für die Begrüssung der Leute zuständig und erklärst ihnen was es in diesem Bereich des Museums zu tun gibt. Neben der Besucherbetreuung, bist du auch verantwortlich für die einfache technische Betreuung der Anlage. Fehlermeldungen und kleinere Störungen sind zu beheben und Informationen darüber, dem internen Prozess entsprechend zu melden.",Promotion / Event,Zürich,8002,407.36,25.46,2 Sep 2023,2
766,778,Koch/Köchin,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Koch mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsausbildungszertifikat (EBA) und weniger als drei Jahren Berufserfahrung.,"Mithilfe in der Küche bei Vorbereitung, Schicken und Abwasch",Gastronomie / Hotel,Bern,3011,168.75,25.0,2 Sep 2023,1
767,779,Promoter/in (Berater/in),,,"Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Sicherstellen der Verkaufsbereitschaft
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Nach erfolgter Anstellung erhältst du vor deinem Einsatzstart Informationen zum Produkt, welche dir als Vorbereitung dienen und du für die Promotion zwingend durchlesen musst.",Promotion / Event,Wallisellen,8304,187.05,25.8,2 Sep 2023,1
768,780,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Wir suchen Unterstützung für unser Serviceteam am ( ) . Wir wenden uns an kontaktfreudige, motivierte und gepflegte Persönlichkeiten mit guten Umgangsformen und einer speditiven Arbeitsweise.
Sie haben Freude am Umgang mit anspruchsvoller Kundschaft und Erfahrung im Service von Speisen und Getränken.
Bitte zwingend AUSWEIS mitnehmen.
Treffpunkt: Sprüngli Café im Foodcourt ( Airport Center)
Kontaktnummer vor Ort: 079 592 19 96",Gastronomie / Hotel,Kloten,8302,495.0,30.0,2 Sep 2023,2
769,781,Promoter/in (Berater/in),,,"Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Sicherstellen der Verkaufsbereitschaft
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Nach erfolgter Anstellung erhältst du vor deinem Einsatzstart Informationen zum Produkt, welche dir als Vorbereitung dienen und du für die Promotion zwingend durchlesen musst.",Promotion / Event,Luzern,6002,161.25,25.8,2 Sep 2023,1
770,782,Promoter/in (Berater/in),,,"Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Sicherstellen der Verkaufsbereitschaft
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Nach erfolgter Anstellung erhältst du vor deinem Einsatzstart Informationen zum Produkt, welche dir als Vorbereitung dienen und du für die Promotion zwingend durchlesen musst.",Promotion / Event,Bern,3011,161.25,25.8,2 Sep 2023,1
771,783,Reinigungsmitarbeiter/in,Ungelernt mit >20 Monaten Erfahrung,Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV aufgeführt sein. Personen mit einer abgeschlossenen Berufsausbildung im Reinigungsbereich müssen sich im entsprechenden Jobprofil registrieren.,"Reinigung einer Ferienwohnung, 2 Zimmer/Küche/2 Badezimmer/Balkon/Fenster, beim ersten Einsatz nur Einführung",Gastronomie / Hotel,Kastanienbaum,6047,90.0,30.0,2 Sep 2023,1
772,784,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,Sie bringen das Essen aus der Küche zu den Gästen auf der Terrasse und räumen diese Tische wieder ab und räumen die Waschmaschine ein und wieder aus.,Gastronomie / Hotel,Grenchen,2540,487.5,25.0,2 Sep 2023,2
773,785,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Bedienung und Beratung von Kunden im Bereich Funktionsbekleidung und Sportschuhe der Marke On
Sicherstellung einer sauberen, aufgefüllten und ordentlichen Lager- und/oder Verkaufsfläche 
Auffüllen von Ware auf der Verkaufsfläche

Profil:
Begeisterung für den Kontakt mit Kunden und Bereitschaft, eine ausgezeichnete Dienstleistung anzubieten (Gastgeberrolle)
Eine Leidenschaft für die unterschiedlichsten Sportarten und entsprechende Produkte-Kenntnisse
Kommunikative, aufgeschlossene Persönlichkeit
Zuverlässig, verantwortungsbewusst und teamfähig
Hohe Agilität
Gute Deutschkenntnisse, Englischkenntnisse von Vorteil",Detailhandel / Logistik,Zürich,8001,464.0,29.0,2 Sep 2023,2
774,787,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Sie empfangen unsere Gäste mit einem Lächeln und platzieren am Tisch
Sie unterstützen des Servicepersonals 
Sie sind freundlich und hilfsbereit",Gastronomie / Hotel,Kloten,8302,544.0,32.0,2 Sep 2023,2
775,788,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Unterstützung des Servicepersonals 
Freundliche Bedienung 
Verschiedene Reinigung arbeiten",Gastronomie / Hotel,Kloten,8302,1020.0,30.0,2 Sep 2023,4
776,789,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Schwarze Hose, weisses Hemd oder Bluse",Gastronomie / Hotel,Gerzensee,3115,255.0,34.0,2 Sep 2023,1
777,790,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Wir sind ein Wirtschafts und Politikclub und haben diverse Anlässe und Bankette unserer Mitglieder, welche wir kulinarisch verwöhnen. Wir sind ein junges Team und suchen regelmässig motivierte Personen welche uns zu unterschiedlichsten Anlässen unterstützen. 
Bitte 10 Minuten vor Arbeitbeginn erscheinen. Wir freuen uns sehr auf deine Unterstützung.",Gastronomie / Hotel,Reitnau,5057,170.0,34.0,2 Sep 2023,1
778,791,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Da neben Restaurantbetrieb auch an dem Stand eines Quartierfests bedient werden wird, suchen wir für den Samstag 2. September einen Thaikoch/ eine Thaiköchin.",Gastronomie / Hotel,Luzern,6003,262.5,35.0,2 Sep 2023,1
779,792,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Bischofszell,9220,104.0,26.0,2 Sep 2023,1
780,793,Reinigungsmitarbeiter/in,Ungelernt,"Arbeitskraft für Reinigungsarbeiten (z.B. Office, Raumpflege etc.).","Gesamt Reinigung im Tagesablauf, Geschirr Reinigung, Küche und back Office Reinigung",Gastronomie / Hotel,Zürich,8060,416.0,26.0,2 Sep 2023,2
781,794,Pflegefachmann/frau HF dipl. (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Das bietet 92 Bewohnerinnen und Bewohnern ein Zuhause. Mit Abteilungen für Kurz- und Langzeitpflege, Gerontopsychiatrie und 
Pflege von Demenzerkrankten verstehen wir uns als spezialisierte Institution mit enger Schnittstelle zum Akutspital.

Ihre Aufgaben
• Ganzheitliche Pflege und Betreuung im Rahmen des Pflegeprozesses
• Übernahme der Tagesverantwortung auf der Abteilung
• Organisieren und durchführen der Arztvisiten
• Organisation und Gestaltung des Arbeitsalltags
• Beratung und Unterstützung des Assistenzpersonals und der Lernenden
• Zusammenarbeit mit internen und externen Stellen

Ihr Profil
• Abgeschlossene Ausbildung als Dipl. Pflegefachperson
• Hohe Selbst- und Sozialkompetenz
• Erfahrung in der Langzeitpflege von Vorteil
• Erfahrung mit der elektronischen Pflegedokumentation KISIM von Vorteil
• Erfahrung mit der Pflegebedarfsermittlung RAI-NH von Vorteil",Gesundheitswesen,Zofingen,4800,2887.5,50.0,2 Sep 2023,7
782,795,Chef de Service,,,"Teamleitung bei einem Mitarbeiter Event 
Gästezahl bis 220 Pax
Flying Service und ab Buffet
Weinservice 
Getränkestation",Gastronomie / Hotel,Zürich,8005,420.0,40.0,2 Sep 2023,1
783,796,Logistiker/in,Ungelernt,"Personen mit Bereitschaft zu körperlicher Arbeit (z.B. Be-/Entladen von Lastwagen, Einpacken und Rüsten von Sendungen). Handwerkliches Geschick von Vorteil.","Für die Logistik während den Events im suchen wir Dich:

Deine Aufgaben: 
o Einrichten und Nachfüllen der Food-Contrailer im Fussball Stadion vor und während dem Anlass, Table Top, Geschirr, Geräte, 
 Getränke und Food 
o Korrektes einräumen der Infrastruktur/Table Top
o Aufräumen nach dem Anlass
o Umsetzung und Einhaltung der Abläufe und Vorgaben 
o Einhaltung der Vorgaben ""Food-Safety"" HACCP der Genossenschaft Ostschweiz
o Sauberes und speditives Arbeiten 

Anforderungen: 
o Erfahrung als Logistiker/ Lagerist
o Sprachliche Sicherheit (DE)
o Belastbar, stressresistent und flexibel 
o Ausstrahlung, Motivation und Leidenschaft 

Wir erwarten von den Mitarbeitern eine gewisse Flexibilität was den Arbeitsschluss betrifft. Je nach Auslastung kann es sein, dass die Mitarbeiter früher oder später Feierabend haben.
Flexibilität wird vorausgesetzt.",Promotion / Event,St. Gallen,9015,187.5,25.0,2 Sep 2023,1
784,797,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,Für ein serviertes Dinner im Zirkus Monti suchen wir dich zur Mithilfe im Service,Gastronomie / Hotel,Aarau,5032,165.0,30.0,2 Sep 2023,1
785,798,Koch/Köchin,Ungelernt,Hobby-Koch/Köchin mit Freude am Kochen und an der Verarbeitung von Lebensmitteln. Teamfähigkeit ist Voraussetzung.,"Für die Events im suchen wir für die Zubereitung von Pommes frites Dich:

Deine Aufgaben: 
o  Vor und Zubereitung von Pommes frites in der Catering Box 
o Umsetzung und Einhaltung der Abläufe und Vorgaben 
o Selbständiges Arbeiten nach vorgegebenen von Rezepturen und Anweisungen 
o Einhaltung der Vorgaben ""Food-Safety"" HACCP der Genossenschaft Ostschweiz
o Buffet und Schöpfstationen Ausgabe von Speisen
o Kommunikation und Feedback an Vorgesetzte
o Sauberes und speditives Arbeiten an der Front
o Reinigungsarbeiten gemäss Vorgabe

Anforderungen:
o belastbar und stressresistent
o Teamfähig
o Vorausschauend arbeiten
o konversationssicher in deutscher Sprache

Wir erwarten von den Mitarbeitern eine gewisse Flexibilität was den Arbeitsschluss betrifft. Je nach Auslastung kann es sein, dass die Mitarbeiter früher oder später Feierabend haben.

Wir arbeiten im mit zwei verschiedenen Schichten. Die genaue Einsatzzeit (Schicht) erhalten Sie einige Tage vor dem Einsatz. Die Schichtzeiten unterscheiden sich maximal um 1.5h.

Wir bitten um eine gewisse Flexibilität was die Einsatzzeit betrifft.",Gastronomie / Hotel,St. Gallen,9015,116.38,24.5,2 Sep 2023,1
786,799,Koch/Köchin,Ungelernt,Hobby-Koch/Köchin mit Freude am Kochen und an der Verarbeitung von Lebensmitteln. Teamfähigkeit ist Voraussetzung.,"Für die Events im suchen wir für die die Zubereitung von Würsten am Grill Dich:

Zubereitung von Grillwürsten in der Catering Box:
o Umsetzung und Einhaltung der Abläufe und Vorgaben 
o Selbständiges Arbeiten nach vorgegebenen von Rezepturen und Anweisungen 
o Einhaltung der Vorgaben ""Food-Safety"" HACCP der Genossenschaft Ostschweiz
o Buffet und Schöpfstationen Ausgabe von Speisen
o Kommunikation und Feedback an Vorgesetzte
o Sauberes und speditives Arbeiten an der Front
o Reinigungsarbeiten gemäss Vorgabe

Wir erwarten von den Mitarbeitern eine gewisse Flexibilität was den Arbeitsschluss betrifft. Je nach Auslastung kann es sein, dass die Mitarbeiter früher oder später Feierabend haben.

Wir arbeiten im mit zwei verschiedenen Schichten. Die genaue Einsatzzeit (Schicht) erhalten Sie einige Tage vor dem Einsatz. Die Schichtzeiten unterscheiden sich maximal um 1.5h.",Gastronomie / Hotel,St. Gallen,9015,116.38,24.5,2 Sep 2023,1
787,800,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Ein Event oder eine Hochzeit steht an. Es gibt so vieles an was man denken muss. Wir bieten Ihnen den gesamten Rundum Service an. Aus der Küche bis zur Eventtechnik! Ihr Vorteil, eine Ansprechperson. Komplett sorgenfrei durch den Event von A-Z!
Frisches Zubereiten des Wunschmenü’s / Service- und Eventpersonal / Getränke & Weinlieferung / Eventtechnik & Beleuchtng / Preise variieren je nach Saisonalität und Menüauswahl.

Es geht um ein Catering von 55 Personen im Raum Bern mit einem lockeren Apero und 3 Gang Menü",Gastronomie / Hotel,Köniz,3098,175.5,27.0,2 Sep 2023,1
788,801,Koch/Köchin,Ungelernt,Hobby-Koch/Köchin mit Freude am Kochen und an der Verarbeitung von Lebensmitteln. Teamfähigkeit ist Voraussetzung.,"Für die Events im suchen wir für die Zubereitung von Sandwichs Dich:

Zubereitung von verschiedenen Hamburgern in der Catering Box 
o Umsetzung und Einhaltung der Abläufe und Vorgaben 
o Selbständiges Arbeiten nach vorgegebenen von Rezepturen und Anweisungen 
o Einhaltung der Vorgaben ""Food-Safety"" HACCP der Genossenschaft Ostschweiz
o Buffet und Schöpfstationen Ausgabe von Speisen
o Kommunikation und Feedback an Vorgesetzte
o Sauberes und speditives Arbeiten an der Front
o Reinigungsarbeiten gemäss Vorgabe

Wir erwarten von den Mitarbeitern eine gewisse Flexibilität was den Arbeitsschluss betrifft. Je nach Auslastung kann es sein, dass die Mitarbeiter früher oder später Feierabend haben.

Wir arbeiten im mit zwei verschiedenen Schichten. 

Die genaue Einsatzzeit (Schicht) erhalten Sie einige Tage vor dem Einsatz. Die Schichtzeiten unterscheiden sich maximal um 1.5h.
Wir bitten um eine gewisse Flexibilität was die Einsatzzeit betrifft.",Gastronomie / Hotel,St. Gallen,9015,116.38,24.5,2 Sep 2023,1
