,Unnamed: 0,Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift,post_district,comment,country_code,region,town,lat,lng
1328,763,775,Koch/Köchin,Ungelernt,Hobby-Koch/Köchin mit Freude am Kochen und an der Verarbeitung von Lebensmitteln. Teamfähigkeit ist Voraussetzung.,"Vorbereitung von offenen und verpackten Produkten für die Besucher sowie Verkostungsprodukte für Führungen vorbereiten. 
Einhalten der Lebensmittel- und Qualitätsvorschriften gemäss Qualitätsicherung & Sprüngli und der Lebensmittelgesetzgebung.
Abfallentsorgung, Unterhalt und Reinigen der Arbeitsinstrumente und Backoffice-Räumlichkeiten.
Längerfristige und regelmässige Einsätze gewünscht.",Gastronomie / Hotel,Kilchberg,8802,3360.72,25.46,2 Sep 2023,33,Bendlikon,,CH,ZH,Kilchberg ZH,47.3223298,8.5503219
1329,763,775,Koch/Köchin,Ungelernt,Hobby-Koch/Köchin mit Freude am Kochen und an der Verarbeitung von Lebensmitteln. Teamfähigkeit ist Voraussetzung.,"Vorbereitung von offenen und verpackten Produkten für die Besucher sowie Verkostungsprodukte für Führungen vorbereiten. 
Einhalten der Lebensmittel- und Qualitätsvorschriften gemäss Qualitätsicherung & Sprüngli und der Lebensmittelgesetzgebung.
Abfallentsorgung, Unterhalt und Reinigen der Arbeitsinstrumente und Backoffice-Räumlichkeiten.
Längerfristige und regelmässige Einsätze gewünscht.",Gastronomie / Hotel,Kilchberg,8802,3360.72,25.46,2 Sep 2023,33,Kilchberg ZH,,CH,ZH,Kilchberg ZH,47.3198115,8.5414899
1330,764,776,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Du suchst nach einer spannenden Tätigkeit im Verkauf? Wir haben die perfekte Stelle für dich! Werde Teil unseres Teams als Verkaufsmitarbeiter/in für Möbel bei 05.

Deine Hauptaufgaben umfassen:

- Beratung und Betreuung der Kunden beim Möbelkauf
- Präsentation und Werbung für unsere Möbelprodukte
- Unterstützung bei der Einrichtung und Gestaltung von Ausstellungsräumen
- Abwicklung von Verkaufs- und Bestellvorgängen
- Pflege der Ausstellungsfläche und Möbel

Wir suchen engagierte und motivierte Personen mit hoher Leistungsbereitschaft und Flexibilität. Eine eigenständige Arbeitsweise ist bei dieser Position besonders wichtig. Gute Deutschkenntnisse werden vorausgesetzt, Französisch- oder Italienischkenntnisse sind von Vorteil, je nach Region sogar zwingend. Zudem solltest du über gute IT-Kenntnisse verfügen und bereit sein, auch samstags zu arbeiten.

 05 bietet dir eine attraktive Arbeitsumgebung, ein dynamisches Team und vielfältige Entwicklungsmöglichkeiten. Wir freuen uns auf dein Interesse und deine Bewerbung!",Detailhandel / Logistik,Wil,9500,459.0,27.0,2 Sep 2023,2,Wil SG,,CH,SG,Wil SG,47.4635617,9.0479097
1331,764,776,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Du suchst nach einer spannenden Tätigkeit im Verkauf? Wir haben die perfekte Stelle für dich! Werde Teil unseres Teams als Verkaufsmitarbeiter/in für Möbel bei 05.

Deine Hauptaufgaben umfassen:

- Beratung und Betreuung der Kunden beim Möbelkauf
- Präsentation und Werbung für unsere Möbelprodukte
- Unterstützung bei der Einrichtung und Gestaltung von Ausstellungsräumen
- Abwicklung von Verkaufs- und Bestellvorgängen
- Pflege der Ausstellungsfläche und Möbel

Wir suchen engagierte und motivierte Personen mit hoher Leistungsbereitschaft und Flexibilität. Eine eigenständige Arbeitsweise ist bei dieser Position besonders wichtig. Gute Deutschkenntnisse werden vorausgesetzt, Französisch- oder Italienischkenntnisse sind von Vorteil, je nach Region sogar zwingend. Zudem solltest du über gute IT-Kenntnisse verfügen und bereit sein, auch samstags zu arbeiten.

 05 bietet dir eine attraktive Arbeitsumgebung, ein dynamisches Team und vielfältige Entwicklungsmöglichkeiten. Wir freuen uns auf dein Interesse und deine Bewerbung!",Detailhandel / Logistik,Wil,9500,459.0,27.0,2 Sep 2023,2,Wil SG 2 Oberstadt,PO box only,CH,SG,Wil SG 2,47.4673683,9.0508529
1332,765,777,Host/Hostess,,,"Du bist für die Betreuung des Museumsbereichs rund um den Pinball zuständig. Dabei ist der direkte Kontakt mit den Museumsbesuchenden sehr wichtig. Du bist für die Begrüssung der Leute zuständig und erklärst ihnen was es in diesem Bereich des Museums zu tun gibt. Neben der Besucherbetreuung, bist du auch verantwortlich für die einfache technische Betreuung der Anlage. Fehlermeldungen und kleinere Störungen sind zu beheben und Informationen darüber, dem internen Prozess entsprechend zu melden.",Promotion / Event,Zürich,8002,407.36,25.46,2 Sep 2023,2,Zürich Zustellkreis,,CH,ZH,Zürich,47.3601376,8.5293292
1333,766,778,Koch/Köchin,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Koch mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsausbildungszertifikat (EBA) und weniger als drei Jahren Berufserfahrung.,"Mithilfe in der Küche bei Vorbereitung, Schicken und Abwasch",Gastronomie / Hotel,Bern,3011,168.75,25.0,2 Sep 2023,1,Bern Zustellkreis,,CH,BE,Bern,46.949235,7.4439108
1334,767,779,Promoter/in (Berater/in),,,"Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Sicherstellen der Verkaufsbereitschaft
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Nach erfolgter Anstellung erhältst du vor deinem Einsatzstart Informationen zum Produkt, welche dir als Vorbereitung dienen und du für die Promotion zwingend durchlesen musst.",Promotion / Event,Wallisellen,8304,187.05,25.8,2 Sep 2023,1,Neugut b. Dübendorf,,CH,ZH,Wallisellen,47.4043222,8.6011114
1335,767,779,Promoter/in (Berater/in),,,"Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Sicherstellen der Verkaufsbereitschaft
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Nach erfolgter Anstellung erhältst du vor deinem Einsatzstart Informationen zum Produkt, welche dir als Vorbereitung dienen und du für die Promotion zwingend durchlesen musst.",Promotion / Event,Wallisellen,8304,187.05,25.8,2 Sep 2023,1,Wallisellen,,CH,ZH,Wallisellen,47.4156189,8.5889722
1336,768,780,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Wir suchen Unterstützung für unser Serviceteam am ( ) . Wir wenden uns an kontaktfreudige, motivierte und gepflegte Persönlichkeiten mit guten Umgangsformen und einer speditiven Arbeitsweise.
Sie haben Freude am Umgang mit anspruchsvoller Kundschaft und Erfahrung im Service von Speisen und Getränken.
Bitte zwingend AUSWEIS mitnehmen.
Treffpunkt: Sprüngli Café im Foodcourt ( Airport Center)
Kontaktnummer vor Ort: 079 592 19 96",Gastronomie / Hotel,Kloten,8302,495.0,30.0,2 Sep 2023,2,Gerlisberg,,CH,ZH,Kloten,47.4646047,8.6152048
1337,768,780,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Wir suchen Unterstützung für unser Serviceteam am ( ) . Wir wenden uns an kontaktfreudige, motivierte und gepflegte Persönlichkeiten mit guten Umgangsformen und einer speditiven Arbeitsweise.
Sie haben Freude am Umgang mit anspruchsvoller Kundschaft und Erfahrung im Service von Speisen und Getränken.
Bitte zwingend AUSWEIS mitnehmen.
Treffpunkt: Sprüngli Café im Foodcourt ( Airport Center)
Kontaktnummer vor Ort: 079 592 19 96",Gastronomie / Hotel,Kloten,8302,495.0,30.0,2 Sep 2023,2,Kloten,,CH,ZH,Kloten,47.4495116,8.5821648
1338,769,781,Promoter/in (Berater/in),,,"Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Sicherstellen der Verkaufsbereitschaft
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Nach erfolgter Anstellung erhältst du vor deinem Einsatzstart Informationen zum Produkt, welche dir als Vorbereitung dienen und du für die Promotion zwingend durchlesen musst.",Promotion / Event,Luzern,6002,161.25,25.8,2 Sep 2023,1,Luzern 2 Universität Fächer,PO box only,CH,LU,Luzern,47.0584263,8.3109151
1339,770,782,Promoter/in (Berater/in),,,"Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Sicherstellen der Verkaufsbereitschaft
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Nach erfolgter Anstellung erhältst du vor deinem Einsatzstart Informationen zum Produkt, welche dir als Vorbereitung dienen und du für die Promotion zwingend durchlesen musst.",Promotion / Event,Bern,3011,161.25,25.8,2 Sep 2023,1,Bern Zustellkreis,,CH,BE,Bern,46.949235,7.4439108
1340,771,783,Reinigungsmitarbeiter/in,Ungelernt mit >20 Monaten Erfahrung,Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV aufgeführt sein. Personen mit einer abgeschlossenen Berufsausbildung im Reinigungsbereich müssen sich im entsprechenden Jobprofil registrieren.,"Reinigung einer Ferienwohnung, 2 Zimmer/Küche/2 Badezimmer/Balkon/Fenster, beim ersten Einsatz nur Einführung",Gastronomie / Hotel,Kastanienbaum,6047,90.0,30.0,2 Sep 2023,1,Kastanienbaum,,CH,LU,Kastanienbaum,47.00777,8.33995
1341,772,784,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,Sie bringen das Essen aus der Küche zu den Gästen auf der Terrasse und räumen diese Tische wieder ab und räumen die Waschmaschine ein und wieder aus.,Gastronomie / Hotel,Grenchen,2540,487.5,25.0,2 Sep 2023,2,Grenchen,,CH,SO,Grenchen,47.181566,7.4102839
1342,772,784,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,Sie bringen das Essen aus der Küche zu den Gästen auf der Terrasse und räumen diese Tische wieder ab und räumen die Waschmaschine ein und wieder aus.,Gastronomie / Hotel,Grenchen,2540,487.5,25.0,2 Sep 2023,2,Grenchen 1,PO box only,CH,SO,Grenchen 1,47.181566,7.4102839
1343,772,784,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,Sie bringen das Essen aus der Küche zu den Gästen auf der Terrasse und räumen diese Tische wieder ab und räumen die Waschmaschine ein und wieder aus.,Gastronomie / Hotel,Grenchen,2540,487.5,25.0,2 Sep 2023,2,Grenchenberg,,CH,SO,Grenchen,47.2103528,7.3700494
1344,772,784,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,Sie bringen das Essen aus der Küche zu den Gästen auf der Terrasse und räumen diese Tische wieder ab und räumen die Waschmaschine ein und wieder aus.,Gastronomie / Hotel,Grenchen,2540,487.5,25.0,2 Sep 2023,2,Staad (Grenchen),,CH,SO,Grenchen,47.1636917,7.4066226
1345,773,785,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Bedienung und Beratung von Kunden im Bereich Funktionsbekleidung und Sportschuhe der Marke On
Sicherstellung einer sauberen, aufgefüllten und ordentlichen Lager- und/oder Verkaufsfläche 
Auffüllen von Ware auf der Verkaufsfläche

Profil:
Begeisterung für den Kontakt mit Kunden und Bereitschaft, eine ausgezeichnete Dienstleistung anzubieten (Gastgeberrolle)
Eine Leidenschaft für die unterschiedlichsten Sportarten und entsprechende Produkte-Kenntnisse
Kommunikative, aufgeschlossene Persönlichkeit
Zuverlässig, verantwortungsbewusst und teamfähig
Hohe Agilität
Gute Deutschkenntnisse, Englischkenntnisse von Vorteil",Detailhandel / Logistik,Zürich,8001,464.0,29.0,2 Sep 2023,2,Zürich Zustellkreis,,CH,ZH,Zürich,47.3741561,8.5396323
1346,774,787,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Sie empfangen unsere Gäste mit einem Lächeln und platzieren am Tisch
Sie unterstützen des Servicepersonals 
Sie sind freundlich und hilfsbereit",Gastronomie / Hotel,Kloten,8302,544.0,32.0,2 Sep 2023,2,Gerlisberg,,CH,ZH,Kloten,47.4646047,8.6152048
1347,774,787,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Sie empfangen unsere Gäste mit einem Lächeln und platzieren am Tisch
Sie unterstützen des Servicepersonals 
Sie sind freundlich und hilfsbereit",Gastronomie / Hotel,Kloten,8302,544.0,32.0,2 Sep 2023,2,Kloten,,CH,ZH,Kloten,47.4495116,8.5821648
1348,775,788,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Unterstützung des Servicepersonals 
Freundliche Bedienung 
Verschiedene Reinigung arbeiten",Gastronomie / Hotel,Kloten,8302,1020.0,30.0,2 Sep 2023,4,Gerlisberg,,CH,ZH,Kloten,47.4646047,8.6152048
1349,775,788,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Unterstützung des Servicepersonals 
Freundliche Bedienung 
Verschiedene Reinigung arbeiten",Gastronomie / Hotel,Kloten,8302,1020.0,30.0,2 Sep 2023,4,Kloten,,CH,ZH,Kloten,47.4495116,8.5821648
1350,776,789,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Schwarze Hose, weisses Hemd oder Bluse",Gastronomie / Hotel,Gerzensee,3115,255.0,34.0,2 Sep 2023,1,Gerzensee,,CH,BE,Gerzensee,46.8388568,7.5444555
1351,777,790,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Wir sind ein Wirtschafts und Politikclub und haben diverse Anlässe und Bankette unserer Mitglieder, welche wir kulinarisch verwöhnen. Wir sind ein junges Team und suchen regelmässig motivierte Personen welche uns zu unterschiedlichsten Anlässen unterstützen. 
Bitte 10 Minuten vor Arbeitbeginn erscheinen. Wir freuen uns sehr auf deine Unterstützung.",Gastronomie / Hotel,Reitnau,5057,170.0,34.0,2 Sep 2023,1,Reitnau,,CH,AG,Reitnau,47.2504784,8.0452323
1352,778,791,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Da neben Restaurantbetrieb auch an dem Stand eines Quartierfests bedient werden wird, suchen wir für den Samstag 2. September einen Thaikoch/ eine Thaiköchin.",Gastronomie / Hotel,Luzern,6003,262.5,35.0,2 Sep 2023,1,Luzern,,CH,LU,Luzern,47.0484552,8.2920023
1353,779,792,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Bischofszell,9220,104.0,26.0,2 Sep 2023,1,Bischofszell,,CH,TG,Bischofszell,47.4927034,9.2436496
